#{"t_start": 1653844795.1450188, "env_id": null}
r,l,t,taskid,success
-19.99595,20,214.56559,2,0
-19.985537,20,214.565615,2,0
-19.994087,20,214.565639,2,0
-19.98308,20,214.565664,2,0
-19.985601,20,214.565689,2,0
-19.975477,20,214.565714,2,0
-19.990078,20,214.565738,2,0
-19.985518,20,214.565763,2,0
-19.99152,20,214.565788,2,0
-19.98681,20,214.565812,2,0
-19.988224,20,214.565837,2,0
-19.987335,20,214.565862,2,0
-19.109274,20,214.565887,3,0
-18.990183,20,214.565912,3,0
-18.2408,20,214.565937,3,0
-18.57858,20,214.565964,6,0
-18.209072,20,214.56599,6,0
-19.988182,20,214.566016,7,0
-19.983875,20,214.566042,7,0
-19.979298,20,214.566068,7,0
-19.977318,20,214.566095,7,0
-19.981585,20,214.566121,7,0
-19.979984,20,214.566147,7,0
-19.992697,20,214.566173,7,0
-19.98711,20,214.566199,7,0
-19.98157,20,214.566225,7,0
-19.984787,20,214.566251,7,0
-19.98393,20,214.566276,7,0
-19.984428,20,214.566312,7,0
-19.97617,20,214.56634,7,0
-19.98809,20,214.566366,7,0
-19.979567,20,214.566392,7,0
-15.577012,20,220.007609,0,0
-20.0,20,220.008602,5,0
-18.681183,20,220.008921,9,0
-18.056469,20,222.123463,6,0
-17.893229,20,224.036323,4,0
-17.207464,20,225.106907,0,0
-18.10593,20,225.107391,8,0
-18.280918,20,226.077449,0,0
-19.999994,20,227.082755,5,0
-18.423527,20,227.082851,8,0
-20.0,20,228.071594,5,0
-4.4163027,6,229.634247,4,1
-18.905102,20,230.909877,8,0
-17.036518,20,231.580638,0,0
-18.038424,20,231.580737,9,0
-18.86384,20,231.580778,9,0
-19.952442,20,233.064315,1,0
-19.971964,20,233.064402,1,0
-19.938864,20,233.064435,1,0
-19.968042,20,233.064463,1,0
-19.944605,20,233.06449,1,0
-19.978134,20,233.064515,1,0
-19.967945,20,233.064541,1,0
-19.966864,20,233.064566,1,0
-19.954788,20,233.064591,1,0
-19.937145,20,233.064616,1,0
-19.976437,20,233.064641,1,0
-19.989004,20,233.064666,2,0
-19.980846,20,233.064691,2,0
-19.980803,20,233.064717,2,0
-19.990778,20,233.064742,2,0
-19.991058,20,233.064767,2,0
-19.991137,20,233.064792,2,0
-19.986893,20,233.064817,2,0
-19.992764,20,233.064842,2,0
-19.983513,20,233.064867,2,0
-19.991085,20,233.064892,2,0
-19.989529,20,233.064917,2,0
-19.989317,20,233.064942,2,0
-19.988146,20,233.064967,2,0
-19.986538,20,233.064991,2,0
-19.984346,20,233.065016,2,0
-15.526364,20,233.065042,3,0
-15.897805,20,233.065066,3,0
-17.97543,20,233.065092,3,0
-17.754105,20,233.065118,6,0
-17.97731,20,233.065144,6,0
-19.986654,20,233.06517,7,0
-19.982466,20,233.065196,7,0
-19.980486,20,233.065222,7,0
-19.986286,20,233.065248,7,0
-19.992867,20,233.065274,7,0
-19.777727,20,233.0653,7,0
-19.965708,20,233.065326,7,0
-19.978588,20,233.065352,7,0
-19.980541,20,233.065378,7,0
-19.978579,20,233.065404,7,0
-19.976952,20,233.06543,7,0
-19.982658,20,233.065456,7,0
-19.979347,20,233.065482,7,0
-19.97677,20,233.065508,7,0
-19.9597,20,233.065535,7,0
-9.158077,11,233.973801,8,1
-18.121908,20,237.827825,0,0
-19.999973,20,237.827914,5,0
-19.923325,20,237.827954,9,0
-18.832632,20,239.607032,6,0
-6.7124815,8,241.560129,8,1
-16.010382,20,242.366066,0,0
-3.8930995,5,242.366164,5,1
-16.687841,20,243.231913,0,0
0.0,1,243.232007,5,1
-0.9379093,2,243.232048,8,1
0.0,1,243.933111,0,1
-20.0,20,243.933207,5,0
0.0,1,243.933249,5,1
-18.945091,20,243.933287,8,0
-20.0,20,244.652483,5,0
0.0,1,244.652565,5,1
0.0,1,245.456782,5,1
-18.087343,20,246.183199,4,0
-1.0,2,246.183289,5,1
-19.52638,20,247.558037,8,0
-15.7388735,20,248.456051,0,0
-19.919209,20,248.45616,9,0
-18.052326,20,248.456207,9,0
-12.025082,14,249.539264,9,1
-19.973726,20,250.54473,1,0
-19.96228,20,250.544815,1,0
-19.949415,20,250.544854,1,0
-19.963106,20,250.544887,1,0
-19.97514,20,250.544917,1,0
-19.96807,20,250.544946,1,0
-19.958391,20,250.544976,1,0
-19.928099,20,250.545004,1,0
-19.949957,20,250.545034,1,0
-19.962536,20,250.545063,1,0
-19.95806,20,250.545092,1,0
-19.98729,20,250.545122,2,0
-19.990793,20,250.545151,2,0
-19.987507,20,250.545181,2,0
-19.986166,20,250.545209,2,0
-19.992025,20,250.545238,2,0
-19.986042,20,250.545266,2,0
-19.988373,20,250.545295,2,0
-19.986523,20,250.545323,2,0
-19.98601,20,250.545352,2,0
-19.992887,20,250.545381,2,0
-19.984112,20,250.545409,2,0
-19.987011,20,250.545439,2,0
-19.982664,20,250.54547,2,0
-19.992893,20,250.545498,2,0
-19.992023,20,250.545527,2,0
-18.723637,20,250.545556,3,0
-15.852074,20,250.545584,3,0
-19.160065,20,250.545613,3,0
-18.229612,20,250.545644,6,0
-18.062279,20,250.545674,6,0
-19.976171,20,250.545704,7,0
-19.98569,20,250.545734,7,0
-19.983713,20,250.545763,7,0
-19.975464,20,250.545793,7,0
-19.969774,20,250.545823,7,0
-19.967302,20,250.545853,7,0
-19.973003,20,250.545882,7,0
-19.988653,20,250.545912,7,0
-19.976465,20,250.545942,7,0
-19.9841,20,250.545972,7,0
-19.983265,20,250.546002,7,0
-19.982576,20,250.546031,7,0
-19.987007,20,250.546067,7,0
-19.993164,20,250.546098,7,0
-19.992615,20,250.546129,7,0
-0.90262085,2,250.546161,9,1
-1.8220655,3,253.414634,9,1
-4.538311,6,254.348621,9,1
-18.416952,20,255.254424,0,0
-0.83943594,2,256.04437,9,1
-0.96799785,2,256.854476,0,1
-18.036407,20,256.854567,6,0
-17.61011,20,259.016247,0,0
-18.81464,20,259.743177,8,0
-17.015823,20,260.560284,0,0
-20.0,20,260.560406,5,0
-18.761494,20,260.560481,8,0
-17.0,18,261.326926,5,1
0.0,1,262.317305,5,1
-20.0,20,262.317386,5,0
-17.984388,20,263.132647,4,0
-0.96770996,2,263.920017,5,1
0.0,1,264.585893,5,1
-19.46326,20,264.585971,8,0
-16.738964,20,265.158118,0,0
-5.0,6,265.158204,5,1
-18.386503,20,265.76821,9,0
-19.952185,20,266.691444,1,0
-19.96223,20,266.691521,1,0
-19.94669,20,266.691551,1,0
-19.98314,20,266.691576,1,0
-19.971075,20,266.691598,1,0
-19.96286,20,266.691621,1,0
-19.974005,20,266.691643,1,0
-19.95251,20,266.691665,1,0
-19.956385,20,266.691687,1,0
-19.952501,20,266.691709,1,0
-19.95726,20,266.691731,1,0
-19.987522,20,266.691753,2,0
-19.987309,20,266.691775,2,0
-19.983627,20,266.691797,2,0
-19.985416,20,266.691819,2,0
-19.977175,20,266.691841,2,0
-19.989258,20,266.691863,2,0
-19.987612,20,266.691884,2,0
-19.98558,20,266.691906,2,0
-19.992786,20,266.691929,2,0
-19.981937,20,266.691951,2,0
-19.983654,20,266.691972,2,0
-19.98676,20,266.691994,2,0
-19.98593,20,266.692016,2,0
-19.987991,20,266.692038,2,0
-19.991673,20,266.692059,2,0
-18.138329,20,266.692081,3,0
-18.316345,20,266.692103,3,0
-18.358171,20,266.692125,3,0
-4.9999943,6,266.692148,5,1
-18.44863,20,266.692171,6,0
-18.452188,20,266.692194,6,0
-19.990385,20,266.692217,7,0
-19.978447,20,266.69224,7,0
-19.99041,20,266.692263,7,0
-19.983675,20,266.692286,7,0
-19.984613,20,266.692309,7,0
-19.978031,20,266.692332,7,0
-19.977966,20,266.692355,7,0
-19.989492,20,266.692378,7,0
-19.988993,20,266.6924,7,0
-19.9881,20,266.692424,7,0
-19.980957,20,266.692447,7,0
-19.97599,20,266.69247,7,0
-19.985582,20,266.692493,7,0
-19.976898,20,266.692516,7,0
-19.97726,20,266.692539,7,0
-3.0,4,267.814848,5,1
-18.967913,20,269.88677,9,0
-19.741104,20,272.66206,9,0
-17.689125,20,273.567097,0,0
-18.893354,20,273.567197,6,0
-8.091561,10,273.567241,8,1
-16.37943,20,276.206597,0,0
-19.073902,20,277.051635,8,0
-17.794638,20,277.838028,0,0
-19.23039,20,277.838132,8,0
-3.811069,5,277.838173,8,1
-18.22993,20,280.138037,4,0
-4.5667167,6,281.027761,0,1
-14.897512,20,283.049422,0,0
-19.99996,20,283.049519,5,0
-4.6419497,6,283.049561,8,1
0.0,1,283.990565,5,1
-19.327343,20,283.990688,9,0
-19.94932,20,285.041421,1,0
-19.938753,20,285.041516,1,0
-19.980476,20,285.041556,1,0
-19.953575,20,285.041587,1,0
-19.823778,20,285.041617,1,0
-19.980062,20,285.041645,1,0
-19.953617,20,285.041673,1,0
-19.979809,20,285.041701,1,0
-19.948792,20,285.041729,1,0
-19.953953,20,285.041757,1,0
-19.956867,20,285.041785,1,0
-19.987309,20,285.041814,2,0
-19.989254,20,285.041844,2,0
-19.986889,20,285.041873,2,0
-19.98653,20,285.041903,2,0
-19.97679,20,285.041931,2,0
-19.9888,20,285.041962,2,0
-19.989815,20,285.041991,2,0
-19.974764,20,285.042019,2,0
-19.982782,20,285.042047,2,0
-19.990967,20,285.042075,2,0
-19.994646,20,285.042103,2,0
-19.987116,20,285.042131,2,0
-19.988298,20,285.042159,2,0
-19.99033,20,285.042187,2,0
-19.987438,20,285.042215,2,0
-19.081114,20,285.042244,3,0
-18.519526,20,285.042275,3,0
-18.708809,20,285.042304,3,0
-20.0,20,285.042335,5,0
-19.09361,20,285.042364,6,0
-17.34134,20,285.042394,6,0
-19.976103,20,285.042423,7,0
-19.979092,20,285.042453,7,0
-19.973682,20,285.042483,7,0
-19.981201,20,285.042511,7,0
-19.98244,20,285.042541,7,0
-19.979738,20,285.04257,7,0
-19.977041,20,285.0426,7,0
-19.980478,20,285.042629,7,0
-19.985184,20,285.042659,7,0
-19.976555,20,285.042688,7,0
-19.982222,20,285.042717,7,0
-19.98919,20,285.042746,7,0
-19.987375,20,285.042775,7,0
-19.983614,20,285.042805,7,0
-19.993439,20,285.042834,7,0
-20.0,20,286.113515,5,0
-1.0,2,286.113616,5,1
-2.0,3,289.105304,5,1
-18.037659,20,289.105497,9,0
0.0,1,290.301116,5,1
-0.9999191,2,292.133657,5,1
-19.097126,20,292.13375,9,0
-17.694956,20,293.066405,0,0
0.0,1,293.066505,5,1
-18.65701,20,293.066545,6,0
-18.57193,20,296.839118,8,0
-15.4889765,20,297.809136,0,0
-19.398924,20,297.809236,8,0
-11.980479,13,299.814027,5,1
-1.4507706,3,299.814109,8,1
-18.184952,20,300.491305,4,0
